domain_id,domain_name,objective_id,objective_name,objective_text,control_id,control_name,specification_text,level,question_id,question_text
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,70,"Regular reviews of the effectiveness of the ISMP are performed, including meeting ISMP policy and objectives, and review of security controls."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,80,The effectiveness of controls is measured to verify that security requirements have been met.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,90,Risk assessments are reviewed at planned intervals and at a minimum annually.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,100,The residual risks and the identified acceptable levels of risks are reviewed regularly.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,110,Internal ISMP audits are conducted at planned intervals.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,120,A management review of the ISMP is conducted on a regular basis to ensure that the scope remains adequate and improvements in the ISMP process are identified.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,130,The security plans are updated to take into account the findings of monitoring and reviewing activities.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,140,The ISMP documents or references a formal risk assessment methodology accepted by the organization.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,150,A formal statement of applicability is developed that includes documentation of excluded controls.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,160,"The organization formally establishes, implements, operates, monitors, reviews, maintains and improves the ISMP."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,170,"The ISMP is formally documented, and such records shall be protected, controlled and retained according to federal, state and organizational requirements."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",2,180,"The ISMP incorporates a Plan, Do, Check, Act (PDCA) cycle for continuous improvement in the ISMP."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,10,"Management provides evidence of its commitment to the establishment, implementation, operation, monitoring, review, maintenance and improvement of the ISMP."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,20,"The organization determines and provides the resources needed to establish, implement, operate, monitor, review, maintain and improve an ISMP."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,30,The organization ensures that all personnel who are assigned responsibilities defined in the ISMP are competent to perform the required tasks.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,40,The organization ensures that all relevant personnel are aware of the relevance and importance of their information security activities and how they contribute to the achievement of the ISMP objectives
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,50,"The organization conducts internal ISMP audits at planned intervals to determine the continuing suitability, adequacy and effectiveness of the program."
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,60,Management review the organization's ISMP at at least once a year.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,70,Management's reviews assess opportunities for improvement and the need for changes to the ISMP.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,80,The results of management's reviews are clearly documented and maintained.
00,ISMS,0.01,Information Security Management Program,To implement and manage an Information Security Management Program.,00.a,Information Security Management Program,"An Information Security Management Program (ISMP) shall be defined in terms of the characteristics of the business, and established and managed including monitoring, maintenance and improvement.",3,90,"The organization continually improves the effectiveness of the ISMP through the use of the information security policy, information security objectives, audit results, analysis of monitored events, corrective and preventative actions and management review."
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,10,"Access control rules take account of policies for information dissemination and authorization, and are supported by formal procedures and clearly defined responsibilities."
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,20,Access control rules and rights for each user or group of users are clearly stated in an access control policy.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,30,Users and service providers are given a clear statement of the business requirements to be met by access controls.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,40,The security requirements of individual business applications are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,50,"Policies for information dissemination and authorization are defined (e.g., need-to-know, need to share, and least privilege principles; security levels; and classification of information.) "
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,60,Relevant legislation and any contractual obligations regarding protection of access to data or services are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,70,Standard user access profiles for common job roles in the organization are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,80,Requirements for formal authorization of access requests are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,90,Requirements for emergency access are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,100,Requirements for periodic review of access controls are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,110,The process and procedures for the removal of access rights are defined.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",1,120,"The organization develops, disseminates, and reviews and updates the access control policy and procedures annually."
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",2,10,All information related to the business applications and the risks the information is facing are identified.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",2,20,There is consistency between the access control and information classification policies of different systems and networks.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",2,30,Access rights are managed in a distributed and networked environment which recognizes all types of connections available.
01,Access Control,01.0,1 Business Requirement for Access Control,"To control access to information, information assets, and business processes based on business and security requirements.",01.a,"Access Control Policy
","An access control policy shall be established, documented, and reviewed based on business and security requirements for access. ",2,40,"Access control roles, e.g. access request, access authorization, access administration, are segregated."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,10,"The access control procedure for user registration and de-registration includes policies and procedures for establishing, activating, modifying, reviewing, disabling, and removing accounts."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,20,"Account types are identified (individual, shared/group, system, application, guest/anonymous, emergency, and temporary) and conditions for group membership are established."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,30,Access to the information systems is granted based on a valid need-to-know/need-to-share that is determined by assigned official duties and intended system usage.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,40,Access granted satisfies all personnel security criteria.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,50,Proper identification is required for requests to establish information system accounts and approval of all such requests.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,60,Shared/group account credentials are modified when users are removed from the group.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,70,"Guest/anonymous, shared/group, emergency, and temporary accounts are specifically authorized and use monitored."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,80,"Unnecessary accounts are removed, disabled or otherwise secured."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,90,"Account managers are notified when user's information system usage, need-to-know/need-to-share changes, or when accounts (including shared/group, emergency, and temporary accounts) are no longer required."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,100,User authorization from the system owner for the use of the information system or service is checked.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,110,Separate approval for access rights from management is required.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,120,The level of access granted is checked to ensure it is appropriate to the business purpose and is consistent with organizational security policy.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,130,Users are given a written statement of their access rights.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,140,Users are required to sign statements indicating that they understand the conditions of access.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,150,Service providers are not provided access until authorization procedures have been completed.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,160,Default accounts are removed and/or renamed.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,170,A formal record of all persons registered to use the service is maintained.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,180,Critical access rights of users who have changed roles or jobs or left the organization is removed or blocked immediately and non-critical access within 24 hours.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,190,Automatically remove or disable accounts that have been inactive for a period of 90 days or more
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,1,200,Communicate password procedures and policies to all users who have system access
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,2,10,"At least one of the following methods is employed to authenticate all users: password, token devices, or biometrics."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,2,20,Official duties of all users are defined.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,2,30,The organization facilitates information sharing by enabling authorized users to determine whether access authorizations assigned to business partners match the access restrictions on information for specific circumstances in which user discretion is allowed.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,2,40,The organization employs manual processes or automated mechanisms to assist users in making information sharing/collaboration decisions.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,2,50,"The organization requires that the registration process to receive hardware tokens be verified in person before a designated registration authority with authorization by a designated organizational official (e.g., a supervisor). "
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,3,10,The organization employs automated mechanisms to support the management of information system accounts.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,3,20,"The information system automatically audits account creation, modification, disabling, and termination actions and notifies, as required, appropriate individuals."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,3,30,The organization automatically terminates emergency accounts within twenty-four (24) hours and temporary accounts with a fixed duration not to exceed three hundred and sixty-five (365) days.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.b,"User Registration
",There shall be a formal documented and implemented user registration and de-registration procedure for granting and revoking access.,CMS,10,Disabled accounts are deleted during the annual re-certification process.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",1,10,The allocation of privileges is controlled through a formal authorization process.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",1,20,The access privileges associated with each system product and the users to which they need to be allocated is identified.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",1,30,Privileges are allocated to users on a need-to-use basis and on an event-by-event basis in line with the access control policy.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",1,40,An authorization process and a record of all privileges allocated is maintained.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,10,"Role-based access control is implemented that is capable of mapping each user to one or more roles, and each role to one or more system functions."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,20,Access controls are implemented via an automated access control system.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,30,"The access control system is set with a default setting of ""deny-all""."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,40,The development and use of system routines is promoted to avoid the need to grant privileges to users.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,50,Privileges are assigned to a different user ID from those used for normal business use.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,60,All users access privileged services in a single role.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,70,The use of system administration privileges is minimized.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,80,"The information system restricts access to privileged functions (e.g., system-level software, administrator tools, scripts, utilities) deployed in hardware, software, and firmware."
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,90,Security relevant information is restricted to explicitly authorized individuals.
01,Access Control,01.0,2 Authorized Access to Information Systems,"To ensure authorized user accounts are registered, tracked and periodically validated to prevent unauthorized access to information systems.",01.c,Privilege Management,"The allocation and use of privileges to information systems and services shall be restricted and controlled. Special attention shall be given to the allocation of privileged access rights, which allow users to override system controls.",2,100,Administrator or operator registration and de-registration is performed in accordance with the defined process and the sensitivity and risks associated with the system.
